id,neighbourhood,property_type,room_type,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,category,TV,Internet,Air_conditioning,Kitchen,Heating,Wifi,Elevator,Breakfast
3831,Brooklyn,Entire guest suite,Entire home/apt,40.68494,-73.95765,3,1.0,1.0,3.0,75,0,1,0,1,1,1,1,0,0
5136,Brooklyn,Entire rental unit,Entire home/apt,40.66265,-73.99454,4,1.5,2.0,2.0,275,2,1,0,1,1,1,1,0,0
5178,Manhattan,Private room in rental unit,Private room,40.76457,-73.98317,2,1.0,1.0,1.0,68,0,1,0,1,0,1,1,0,0
5203,Manhattan,Private room in rental unit,Private room,40.8038,-73.96751,1,1.0,1.0,1.0,75,0,0,0,1,0,1,1,1,1
6872,Manhattan,Private room in condominium (condo),Private room,40.80107,-73.94255,1,1.0,1.0,1.0,65,0,0,0,0,1,1,1,1,0
6990,Manhattan,Private room in rental unit,Private room,40.78778,-73.94759,1,1.0,1.0,1.0,62,0,0,0,1,1,1,1,0,1
7064,Brooklyn,Private room in loft,Private room,40.71248,-73.95881,1,1.0,1.0,1.0,90,0,0,0,1,1,1,1,0,0
7097,Brooklyn,Entire guest suite,Entire home/apt,40.69121,-73.97277,4,1.0,1.0,2.0,199,2,1,0,1,1,1,1,0,0
7750,Manhattan,Private room in rental unit,Private room,40.79607,-73.94949,1,1.0,2.0,2.0,96,1,1,0,1,1,1,1,1,0
8490,Brooklyn,Entire loft,Entire home/apt,40.68462,-73.93839,5,1.0,1.0,4.0,140,1,1,0,1,1,1,1,0,0
9657,Manhattan,Entire rental unit,Entire home/apt,40.72712,-73.98598,2,1.0,1.0,1.0,175,1,1,0,1,1,1,1,0,0
9704,Manhattan,Private room in rental unit,Private room,40.81317,-73.95465,2,1.0,1.0,1.0,55,0,1,0,1,1,1,1,1,0
10452,Brooklyn,Private room in rental unit,Private room,40.68294,-73.95682,3,1.0,1.0,2.0,82,0,1,0,1,1,1,1,0,0
11943,Brooklyn,Private room in residential home,Private room,40.63702,-73.96327,1,1.0,1.0,2.0,150,1,0,0,1,1,1,1,0,1
12192,Manhattan,Private room in rental unit,Private room,40.72296,-73.98383,2,1.0,1.0,1.0,40,0,1,0,1,1,1,1,0,0
12343,Manhattan,Entire rental unit,Entire home/apt,40.8114,-73.94296,3,1.0,1.0,1.0,250,2,1,0,1,1,1,1,0,0
12937,Queens,Private room in townhouse,Private room,40.74757,-73.94571,4,1.0,1.0,2.0,145,1,0,0,1,0,1,1,0,0
12940,Brooklyn,Entire rental unit,Entire home/apt,40.67946,-73.95417,2,1.0,1.0,1.0,99,1,0,0,1,1,1,1,0,0
13121,Queens,Private room in residential home,Private room,40.67144,-73.76501,3,1.0,1.0,2.0,75,0,1,0,1,1,1,1,0,0
13808,Brooklyn,Private room in townhouse,Private room,40.68064,-73.94039,2,1.0,1.0,1.0,80,0,0,0,1,1,1,1,0,0
14314,Brooklyn,Entire rental unit,Entire home/apt,40.73535,-73.95584,2,1.0,1.0,2.0,99,1,1,0,1,1,1,1,0,0
14434,Brooklyn,Private room in rental unit,Private room,40.68777,-73.94976,2,1.0,1.0,1.0,70,0,0,0,1,1,1,1,0,0
15341,Manhattan,Entire condominium (condo),Entire home/apt,40.72297,-73.99684,3,1.0,1.0,2.0,171,1,0,0,0,1,0,1,1,0
15385,Brooklyn,Private room in rental unit,Private room,40.71211,-73.96397,1,1.0,1.0,1.0,80,0,0,0,1,1,1,1,0,0
15396,Manhattan,Entire rental unit,Entire home/apt,40.74493,-73.99521,4,2.0,2.0,2.0,400,2,1,0,1,1,1,1,1,0
15711,Manhattan,Entire rental unit,Entire home/apt,40.77119,-73.95241,6,1.0,2.0,4.0,206,2,1,0,1,1,1,1,0,0
16326,Brooklyn,Entire condominium (condo),Entire home/apt,40.67839,-73.96642,8,2.0,4.0,4.0,140,1,1,0,1,1,1,1,0,0
16338,Brooklyn,Private room in rental unit,Private room,40.69121,-73.96804,2,1.0,1.0,2.0,55,0,0,0,1,1,1,1,0,0
16580,Manhattan,Private room in condominium (condo),Private room,40.72489,-73.9781,2,1.0,1.0,1.0,95,1,1,0,1,1,1,1,1,0
16595,Brooklyn,Entire loft,Entire home/apt,40.7092,-73.96641,2,1.0,1.0,1.0,500,3,0,0,0,1,1,1,0,0
16821,Manhattan,Private room in rental unit,Private room,40.72281,-73.98501,1,1.0,1.0,1.0,144,1,0,0,0,1,1,1,0,0
16974,Manhattan,Entire loft,Entire home/apt,40.8019,-73.93762,8,2.0,4.0,6.0,250,2,1,0,1,1,1,1,1,0
17037,Manhattan,Entire rental unit,Entire home/apt,40.72289,-73.98028,2,1.0,1.0,1.0,220,2,1,0,1,1,1,1,0,0
17693,Manhattan,Private room in rental unit,Private room,40.83253,-73.94108,2,1.0,1.0,1.0,65,0,1,0,0,0,1,1,1,0
18127,Manhattan,Entire rental unit,Entire home/apt,40.72862,-73.98748,2,1.0,1.0,1.0,190,2,1,0,1,1,1,1,0,0
18152,Manhattan,Private room in rental unit,Private room,40.76967,-73.94831,2,1.0,2.0,1.0,60,0,0,0,1,1,0,1,0,0
18728,Manhattan,Private room in loft,Private room,40.74261,-74.00353,3,1.5,1.0,1.0,175,1,1,0,1,1,1,1,1,1
18961,Manhattan,Private room in rental unit,Private room,40.73808,-73.98001,2,1.0,1.0,1.0,95,1,1,0,1,1,1,1,0,0
19159,Manhattan,Entire rental unit,Entire home/apt,40.82817,-73.95133,3,1.0,2.0,2.0,110,1,1,0,1,1,1,1,1,0
19282,Brooklyn,Private room in rental unit,Private room,40.65437,-73.96278,4,2.0,1.0,2.0,110,1,1,0,1,1,1,1,1,0
19812,Brooklyn,Entire rental unit,Entire home/apt,40.71802,-73.95724,2,1.0,1.0,1.0,105,1,1,0,1,1,1,1,0,0
20717,Brooklyn,Private room in residential home,Private room,40.6771,-73.97231,2,1.5,1.0,1.0,85,0,0,0,1,1,1,1,0,1
20913,Brooklyn,Entire rental unit,Entire home/apt,40.70967,-73.95922,2,1.0,1.0,1.0,80,0,0,0,0,1,1,1,0,0
21794,Manhattan,Private room in rental unit,Private room,40.74187,-74.00223,2,1.0,1.0,1.0,85,0,1,0,1,1,1,1,0,0
23135,Brooklyn,Entire rental unit,Entire home/apt,40.67747,-74.00146,2,1.0,1.0,1.0,182,2,1,0,1,1,1,1,0,0
23686,Manhattan,Entire residential home,Entire home/apt,40.72961,-74.00308,4,2.0,3.0,3.0,500,3,1,0,1,1,1,1,0,0
24285,Brooklyn,Entire rental unit,Entire home/apt,40.67115,-73.98026,5,3.0,4.0,6.0,220,2,1,0,1,1,1,1,0,0
25406,Brooklyn,Entire rental unit,Entire home/apt,40.71649,-73.94865,4,1.0,1.0,2.0,83,0,1,0,1,1,1,1,0,0
25696,Manhattan,Private room in rental unit,Private room,40.8104,-73.94309,2,1.0,1.0,1.0,100,1,1,0,1,1,1,1,1,0
26785,Brooklyn,Entire rental unit,Entire home/apt,40.6686,-73.98723,3,1.0,1.0,1.0,90,0,1,0,1,1,1,1,0,0
27006,Manhattan,Entire rental unit,Entire home/apt,40.77839,-73.97778,4,1.5,2.0,3.0,225,2,1,0,1,1,1,1,0,0
27644,Manhattan,Entire rental unit,Entire home/apt,40.82682,-73.94948,6,1.0,1.0,1.0,170,1,1,0,1,1,1,1,0,1
28907,Manhattan,Entire rental unit,Entire home/apt,40.77827,-73.94669,4,1.0,1.0,2.0,150,1,1,0,1,1,1,1,0,0
29013,Brooklyn,Private room in rental unit,Private room,40.68288,-73.95646,2,1.0,1.0,1.0,80,0,1,0,1,1,1,1,0,0
29628,Brooklyn,Private room in rental unit,Private room,40.68292,-73.96381,2,1.0,1.0,1.0,89,0,1,0,1,1,1,0,1,0
29683,Manhattan,Entire rental unit,Entire home/apt,40.72314,-73.99108,3,1.0,1.0,1.0,175,1,1,0,1,1,1,1,0,0
31130,Manhattan,Private room in rental unit,Private room,40.7672,-73.98464,1,1.0,1.0,1.0,100,1,0,0,1,1,1,1,0,0
31902,Brooklyn,Private room in residential home,Private room,40.6327,-73.93184,2,1.0,3.0,1.0,80,0,1,0,0,1,1,1,0,0
31994,Brooklyn,Private room in rental unit,Private room,40.68818,-73.96383,2,1.0,1.0,1.0,90,0,1,0,1,0,1,1,0,0
32037,Brooklyn,Private room in condominium (condo),Private room,40.68513,-73.96648,3,1.5,1.0,2.0,139,1,1,0,1,1,1,1,0,0
32329,Manhattan,Entire rental unit,Entire home/apt,40.72741,-73.98405,1,1.0,1.0,1.0,160,1,1,0,1,1,1,1,0,0
33009,Brooklyn,Entire rental unit,Entire home/apt,40.71512,-73.95899,2,1.0,1.0,1.0,206,2,1,0,1,1,1,1,0,0
33014,Manhattan,Entire rental unit,Entire home/apt,40.72367,-73.98139,3,1.0,2.0,2.0,125,1,1,0,1,1,1,1,0,0
33156,Manhattan,Entire rental unit,Entire home/apt,40.78763,-73.96862,2,1.0,1.0,1.0,139,1,0,0,1,1,1,1,0,0
36442,Brooklyn,Entire rental unit,Entire home/apt,40.67447,-73.96619,4,1.0,2.0,4.0,121,1,1,0,1,1,1,1,0,0
36647,Manhattan,Private room in rental unit,Private room,40.79128,-73.94125,2,1.0,1.0,1.0,72,0,1,0,1,1,1,1,1,0
36703,Manhattan,Entire condominium (condo),Entire home/apt,40.73271,-74.00367,2,1.0,1.0,2.0,200,2,1,0,1,1,1,1,0,0
38663,Brooklyn,Entire residential home,Entire home/apt,40.68442,-73.98068,13,2.5,5.0,5.0,675,3,1,0,1,1,1,1,0,0
39282,Brooklyn,Private room in rental unit,Private room,40.70978,-73.95165,2,1.0,1.0,1.0,75,0,1,0,1,1,1,1,0,0
39593,Queens,Private room in rental unit,Private room,40.74523,-73.92318,1,1.0,1.0,1.0,78,0,0,0,1,1,1,1,1,0
39704,Brooklyn,Entire townhouse,Entire home/apt,40.68216,-73.94594,4,1.0,1.0,1.0,135,1,1,0,1,1,1,1,0,0
42300,Manhattan,Entire loft,Entire home/apt,40.71992,-73.99167,4,2.0,2.0,2.0,500,3,1,0,1,1,1,1,0,0
42729,Brooklyn,Entire rental unit,Entire home/apt,40.67813,-74.00062,2,1.0,1.0,1.0,190,2,1,0,1,1,1,1,0,0
42882,Staten Island,Private room in rental unit,Private room,40.64633,-74.08156,2,1.0,1.0,1.0,70,0,1,0,1,1,1,1,1,0
43726,Manhattan,Entire rental unit,Entire home/apt,40.721,-74.00971,6,1.0,1.0,5.0,250,2,1,0,1,1,1,1,1,0
44096,Bronx,Private room in residential home,Private room,40.83225,-73.93092,1,1.5,1.0,1.0,50,0,1,0,1,1,1,1,0,1
44229,Brooklyn,Private room in residential home,Private room,40.69287,-73.97108,2,1.0,1.0,1.0,110,1,1,0,1,0,1,1,0,0
44288,Manhattan,Entire rental unit,Entire home/apt,40.73737,-74.00437,2,1.0,1.0,1.0,194,2,1,0,1,1,1,1,1,0
44461,Manhattan,Private room in residential home,Private room,40.8227,-73.95111,2,2.5,1.0,1.0,116,1,1,0,1,0,0,1,0,0
45542,Manhattan,Entire rental unit,Entire home/apt,40.82569,-73.93842,4,1.0,2.0,2.0,100,1,1,0,1,1,1,1,0,0
45556,Brooklyn,Private room in townhouse,Private room,40.68834,-73.97578,2,1.5,1.0,1.0,65,0,0,0,0,0,1,1,0,0
45737,Manhattan,Private room in rental unit,Private room,40.73948,-74.00504,2,1.0,1.0,1.0,60,0,1,0,1,1,1,1,0,0
45910,Queens,Entire townhouse,Entire home/apt,40.70309,-73.89963,16,2.5,5.0,10.0,395,2,1,0,1,1,1,1,0,0
45935,Bronx,Private room in rental unit,Private room,40.80635,-73.92201,1,1.0,1.0,1.0,60,0,0,0,0,1,1,1,0,1
46544,Brooklyn,Entire rental unit,Entire home/apt,40.67979,-73.97978,2,1.0,1.0,1.0,150,1,1,0,1,1,1,1,0,0
47613,Brooklyn,Private room in rental unit,Private room,40.7124,-73.94764,1,1.0,1.0,1.0,81,0,1,0,1,1,1,1,0,0
49048,Brooklyn,Private room in residential home,Private room,40.6829,-73.95701,3,2.0,1.0,2.0,90,0,1,0,1,1,1,1,0,0
50447,Brooklyn,Entire rental unit,Entire home/apt,40.66913,-73.99041,4,1.0,1.0,2.0,158,1,0,0,1,1,1,1,0,0
51438,Manhattan,Private room in rental unit,Private room,40.77449,-73.95308,1,1.0,1.0,1.0,130,1,1,0,1,1,1,0,1,0
51850,Queens,Private room in residential home,Private room,40.67144,-73.76501,2,1.0,1.0,1.0,65,0,1,0,1,1,1,1,0,0
52689,Queens,Entire rental unit,Entire home/apt,40.77868,-73.90652,4,1.0,2.0,2.0,140,1,1,0,1,1,0,0,0,0
53470,Queens,Private room in rental unit,Private room,40.70422,-73.89778,7,1.0,2.0,3.0,186,2,1,0,1,1,0,1,0,0
53477,Queens,Entire townhouse,Entire home/apt,40.71778,-73.87714,12,2.0,4.0,8.0,350,2,1,0,1,1,1,1,0,0
54466,Manhattan,Private room in rental unit,Private room,40.80255,-73.95803,2,1.0,1.0,1.0,200,2,1,0,1,1,1,1,1,0
54508,Brooklyn,Private room in guest suite,Private room,40.67908,-73.97405,2,2.0,1.0,1.0,74,0,1,0,1,1,1,1,0,0
54626,Bronx,Private room in residential home,Private room,40.83231,-73.9305,2,1.5,1.0,1.0,55,0,1,0,1,1,1,1,0,1
54694,Queens,Private room in residential home,Private room,40.67144,-73.76501,2,1.0,1.0,1.0,65,0,1,0,1,1,1,1,0,0
54860,Manhattan,Private room in rental unit,Private room,40.79934,-73.94236,2,1.0,1.0,1.0,100,1,0,0,1,0,1,1,0,0
55982,Brooklyn,Private room in rental unit,Private room,40.68701,-73.97555,1,1.0,1.0,1.0,85,0,1,0,1,1,1,1,0,0
56859,Manhattan,Private room in rental unit,Private room,40.81201,-73.94452,2,1.0,1.0,1.0,76,0,1,0,1,1,1,1,0,0
57166,Queens,Entire rental unit,Entire home/apt,40.77155,-73.90564,2,1.0,1.0,2.0,149,1,1,0,1,1,1,1,0,0
57297,Brooklyn,Entire rental unit,Entire home/apt,40.69003,-73.99338,3,1.0,1.0,1.0,168,1,1,0,0,1,1,1,0,0
57618,Manhattan,Entire rental unit,Entire home/apt,40.76505,-73.98716,4,1.0,1.0,2.0,250,2,1,0,1,1,1,1,1,0
57754,Manhattan,Entire loft,Entire home/apt,40.74166,-73.9866,2,1.0,1.0,1.0,294,2,0,0,1,1,1,0,1,0
57874,Manhattan,Entire rental unit,Entire home/apt,40.80747,-73.94076,2,1.0,1.0,1.0,160,1,1,0,1,1,1,1,0,0
58059,Manhattan,Private room in rental unit,Private room,40.8238,-73.94444,2,1.5,1.0,1.0,58,0,1,0,1,1,1,1,1,0
58062,Brooklyn,Private room in townhouse,Private room,40.65912,-73.9842,4,1.0,2.0,3.0,139,1,1,0,0,0,1,1,0,1
59014,Manhattan,Entire rental unit,Entire home/apt,40.71946,-73.98641,2,1.0,1.0,1.0,150,1,0,0,1,1,1,1,0,0
59121,Queens,Entire rental unit,Entire home/apt,40.70271,-73.8993,9,1.0,3.0,1.0,188,2,0,0,1,1,1,1,0,0
59709,Manhattan,Entire rental unit,Entire home/apt,40.7178,-73.9932,5,1.0,2.0,2.0,250,2,1,0,1,1,1,1,0,0
60164,Manhattan,Entire loft,Entire home/apt,40.72012,-74.00397,6,1.0,3.0,3.0,500,3,1,0,1,1,1,1,0,0
60457,Manhattan,Entire rental unit,Entire home/apt,40.73072,-73.99275,3,1.0,1.0,1.0,250,2,1,0,1,1,1,1,1,0
60666,Manhattan,Private room in rental unit,Private room,40.81006,-73.94559,2,1.5,1.0,2.0,111,1,1,0,1,1,0,1,0,0
60673,Manhattan,Private room in rental unit,Private room,40.81562,-73.94674,2,1.0,1.0,1.0,125,1,0,0,1,0,1,1,1,0
60680,Manhattan,Entire rental unit,Entire home/apt,40.72598,-73.97978,6,1.0,1.0,2.0,135,1,0,0,1,1,1,1,0,0
60794,Manhattan,Entire rental unit,Entire home/apt,40.79918,-73.96248,6,1.0,3.0,3.0,211,2,1,0,1,1,1,1,0,0
62427,Manhattan,Entire rental unit,Entire home/apt,40.72825,-73.98959,2,1.0,1.0,1.0,130,1,1,0,0,1,1,1,0,0
62468,Manhattan,Entire rental unit,Entire home/apt,40.79523,-73.9728,2,1.0,1.0,1.0,170,1,1,0,1,1,1,1,1,0
62903,Manhattan,Entire rental unit,Entire home/apt,40.741,-73.99562,2,1.0,1.0,1.0,205,2,1,0,1,1,1,1,1,0
62925,Brooklyn,Entire residential home,Entire home/apt,40.72967,-73.95352,4,2.0,2.0,2.0,285,2,1,0,1,1,1,1,0,0
63588,Bronx,Private room in residential home,Private room,40.81161,-73.85499,3,1.0,1.0,2.0,89,0,1,0,1,1,1,1,0,0
63657,Brooklyn,Entire townhouse,Entire home/apt,40.68253,-73.94295,2,1.0,1.0,1.0,135,1,1,0,1,1,1,1,0,0
63693,Manhattan,Entire residential home,Entire home/apt,40.72219,-73.98245,4,2.0,2.0,2.0,390,2,0,0,1,1,1,1,0,0
64000,Brooklyn,Private room in rental unit,Private room,40.70705,-73.95489,1,1.0,1.0,3.0,50,0,0,0,0,1,0,0,0,0
64015,Manhattan,Entire rental unit,Entire home/apt,40.72863,-73.9842,2,1.0,1.0,1.0,200,2,1,0,1,1,1,1,0,0
64314,Brooklyn,Private room in rental unit,Private room,40.67634,-73.95143,2,1.0,1.0,1.0,75,0,1,0,0,1,1,1,0,0
64361,Manhattan,Entire rental unit,Entire home/apt,40.72356,-73.97808,2,1.0,1.0,2.0,105,1,0,0,1,1,1,1,0,0
64365,Brooklyn,Private room in residential home,Private room,40.67579,-73.95072,3,1.0,1.0,1.0,60,0,1,0,1,1,1,1,0,0
64837,Manhattan,Private room in rental unit,Private room,40.72497,-73.98356,2,1.0,1.0,1.0,40,0,1,0,1,1,1,1,0,0
65268,Brooklyn,Private room in residential home,Private room,40.68305,-73.95195,3,1.5,2.0,2.0,75,0,1,0,1,1,1,1,0,0
65425,Manhattan,Entire rental unit,Entire home/apt,40.72021,-73.99426,7,1.0,2.0,2.0,399,2,1,0,1,1,1,1,0,0
65615,Brooklyn,Entire rental unit,Entire home/apt,40.7106,-73.95178,2,1.0,1.0,1.0,85,0,0,0,1,1,1,1,0,0
65660,Brooklyn,Entire rental unit,Entire home/apt,40.70797,-73.94792,3,1.0,1.0,1.0,106,1,0,0,1,1,1,1,0,0
65813,Manhattan,Private room in rental unit,Private room,40.82899,-73.94345,1,1.0,1.0,1.0,75,0,0,0,1,1,1,1,1,1
66008,Brooklyn,Entire rental unit,Entire home/apt,40.68028,-73.99328,4,1.0,2.0,2.0,190,2,1,0,1,1,1,1,0,0
66275,Manhattan,Entire rental unit,Entire home/apt,40.72036,-73.99435,7,1.0,2.0,3.0,485,3,1,0,1,1,1,1,0,0
66718,Manhattan,Entire rental unit,Entire home/apt,40.81263,-73.95214,5,1.0,2.0,2.0,76,0,0,0,0,1,1,1,0,0
66974,Brooklyn,Entire rental unit,Entire home/apt,40.68088,-73.99102,3,1.0,1.0,1.0,190,2,1,0,1,1,1,1,0,0
67288,Manhattan,Entire rental unit,Entire home/apt,40.79544,-73.94836,2,1.0,1.0,1.0,115,1,1,0,1,1,1,1,1,0
67299,Brooklyn,Entire rental unit,Entire home/apt,40.71516,-73.96448,4,1.0,1.0,2.0,86,0,0,0,1,1,1,1,0,0
67397,Manhattan,Private room in rental unit,Private room,40.80332,-73.95741,2,1.0,1.0,1.0,122,1,1,0,1,1,1,1,0,1
68735,Manhattan,Entire rental unit,Entire home/apt,40.78846,-73.97459,2,1.0,1.0,1.0,199,2,1,0,1,1,1,1,1,0
68900,Brooklyn,Private room in rental unit,Private room,40.73094,-73.95484,2,1.0,1.0,1.0,100,1,0,0,1,1,1,1,0,0
68974,Manhattan,Entire loft,Entire home/apt,40.72,-73.99487,6,1.0,3.0,3.0,595,3,1,0,1,1,1,1,0,0
69894,Manhattan,Entire rental unit,Entire home/apt,40.77845,-73.98295,2,1.0,1.0,1.0,150,1,0,0,1,1,1,0,1,0
71248,Manhattan,Entire condominium (condo),Entire home/apt,40.7159,-73.99156,2,1.0,1.0,1.0,142,1,0,0,0,1,0,1,1,0
71366,Manhattan,Entire condominium (condo),Entire home/apt,40.72997,-74.00196,2,1.0,1.0,1.0,200,2,1,0,1,1,1,1,0,0
71384,Brooklyn,Entire loft,Entire home/apt,40.72919,-73.95588,4,1.0,1.0,2.0,229,2,0,0,1,1,1,1,0,0
71812,Bronx,Entire rental unit,Entire home/apt,40.87069,-73.90113,2,1.0,1.0,1.0,90,0,1,0,1,1,1,1,0,0
72265,Brooklyn,Private room in rental unit,Private room,40.72744,-73.953,1,1.0,1.0,1.0,85,0,1,0,1,1,1,1,0,0
74240,Brooklyn,Entire rental unit,Entire home/apt,40.71976,-73.96012,2,1.0,1.0,1.0,129,1,0,0,1,1,1,1,0,0
74333,Manhattan,Entire rental unit,Entire home/apt,40.80834,-73.94075,3,1.0,1.0,2.0,80,0,1,0,1,1,0,1,0,0
74680,Queens,Entire rental unit,Entire home/apt,40.77507,-73.93367,3,1.0,1.0,2.0,119,1,1,0,1,0,1,1,0,0
74821,Manhattan,Entire rental unit,Entire home/apt,40.80874,-73.94926,5,1.0,2.0,2.0,149,1,1,0,1,1,1,1,1,0
74860,Brooklyn,Entire rental unit,Entire home/apt,40.72364,-73.95013,3,1.0,1.0,1.0,75,0,0,0,1,1,1,1,0,0
75635,Manhattan,Entire rental unit,Entire home/apt,40.71911,-73.98588,3,1.0,1.0,2.0,150,1,1,0,1,1,1,1,1,0
77517,Brooklyn,Private room in loft,Private room,40.71407,-73.96657,2,1.0,1.0,1.0,100,1,0,0,0,0,0,0,0,0
77765,Brooklyn,Room in boutique hotel,Hotel room,40.73777,-73.95366,2,1.0,1.0,1.0,199,2,1,0,1,0,1,1,1,0
80493,Manhattan,Private room in rental unit,Private room,40.72322,-73.98615,2,1.5,1.0,2.0,55,0,1,0,1,1,1,1,0,0
80684,Brooklyn,Room in boutique hotel,Hotel room,40.73756,-73.9535,4,1.0,1.0,2.0,349,2,1,0,1,0,1,1,0,0
80700,Brooklyn,Room in boutique hotel,Private room,40.73777,-73.95366,4,1.0,1.0,2.0,349,2,1,0,1,0,1,1,0,0
80924,Brooklyn,Entire townhouse,Entire home/apt,40.67407,-73.98105,5,1.5,3.0,5.0,69,0,1,0,1,1,1,1,0,0
81739,Brooklyn,Room in boutique hotel,Private room,40.73777,-73.95366,4,1.0,1.0,2.0,349,2,1,0,1,0,1,1,0,0
82549,Brooklyn,Private room in rental unit,Private room,40.69418,-73.99775,1,1.0,1.0,1.0,100,1,1,0,1,1,1,1,0,0
82550,Brooklyn,Entire rental unit,Entire home/apt,40.69246,-73.99828,4,1.0,2.0,2.0,200,2,1,0,1,1,1,1,0,0
82638,Manhattan,Entire rental unit,Entire home/apt,40.72408,-73.98154,2,1.0,1.0,1.0,135,1,1,0,1,1,1,1,0,0
82928,Brooklyn,Entire townhouse,Entire home/apt,40.68433,-73.94469,5,1.0,2.0,3.0,150,1,1,0,1,1,1,1,0,0
83446,Brooklyn,Entire rental unit,Entire home/apt,40.68871,-73.97322,3,1.0,2.0,3.0,150,1,0,0,1,1,1,1,0,0
83847,Manhattan,Entire rental unit,Entire home/apt,40.7245,-73.97946,2,1.0,1.0,1.0,229,2,1,0,1,1,1,1,0,0
84010,Brooklyn,Room in boutique hotel,Hotel room,40.73777,-73.95366,2,1.0,1.0,1.0,199,2,1,0,1,0,1,1,1,0
87566,Queens,Entire rental unit,Entire home/apt,40.74575,-73.94686,2,1.5,1.0,2.0,75,0,1,0,1,1,1,1,0,0
89621,Brooklyn,Entire rental unit,Entire home/apt,40.67823,-73.94719,4,1.0,2.0,2.0,80,0,1,0,1,1,1,1,0,0
93313,Brooklyn,Entire loft,Entire home/apt,40.68413,-73.93817,5,1.0,2.0,4.0,140,1,1,0,1,1,1,1,0,0
94209,Brooklyn,Entire rental unit,Entire home/apt,40.67654,-73.94629,4,1.0,1.0,2.0,101,1,1,0,0,1,1,1,1,0
94477,Brooklyn,Entire rental unit,Entire home/apt,40.69157,-73.93257,6,1.0,2.0,3.0,127,1,1,0,1,1,1,1,0,0
94783,Brooklyn,Entire rental unit,Entire home/apt,40.6736,-73.9551,2,1.5,1.0,1.0,130,1,1,0,1,1,1,1,0,0
95747,Brooklyn,Entire rental unit,Entire home/apt,40.71167,-73.94932,2,1.0,1.0,1.0,140,1,1,0,1,1,1,1,0,0
95883,Brooklyn,Entire loft,Entire home/apt,40.69304,-73.95417,6,1.0,2.0,4.0,200,2,1,0,1,1,1,1,1,0
98663,Manhattan,Entire rental unit,Entire home/apt,40.75077,-73.99657,2,1.0,1.0,1.0,130,1,1,0,1,1,1,1,1,0
99662,Manhattan,Entire rental unit,Entire home/apt,40.72015,-73.99104,2,1.0,1.0,1.0,135,1,1,0,1,1,1,1,0,0
100186,Brooklyn,Entire rental unit,Entire home/apt,40.66952,-73.99201,3,1.0,1.0,1.0,130,1,1,0,1,1,1,1,1,0
100368,Manhattan,Entire rental unit,Entire home/apt,40.74056,-74.00143,2,1.0,1.0,1.0,222,2,1,0,1,1,1,1,0,0
101053,Brooklyn,Private room in rental unit,Private room,40.71116,-73.95484,4,2.0,3.0,3.0,180,1,0,0,0,1,0,1,0,0
103161,Brooklyn,Entire rental unit,Entire home/apt,40.71551,-73.96274,2,1.0,1.0,2.0,310,2,1,0,0,1,0,1,0,0
103311,Brooklyn,Room in boutique hotel,Private room,40.73778,-73.95366,6,1.0,2.0,3.0,563,3,1,0,1,0,1,1,0,0
106363,Manhattan,Private room in rental unit,Private room,40.82772,-73.95284,1,1.5,1.0,1.0,74,0,0,0,0,1,1,1,1,0
106647,Brooklyn,Entire rental unit,Entire home/apt,40.68647,-73.95862,4,1.0,2.0,2.0,145,1,1,0,1,1,1,1,0,0
107630,Brooklyn,Entire residential home,Entire home/apt,40.72741,-73.95466,3,1.0,1.0,2.0,175,1,0,0,1,1,1,1,0,0
112100,Brooklyn,Entire rental unit,Entire home/apt,40.67541,-73.96294,6,1.0,3.0,4.0,165,1,1,0,0,1,0,1,1,0
112304,Manhattan,Private room in rental unit,Private room,40.8069,-73.95372,2,1.0,1.0,1.0,90,0,1,0,1,1,1,1,1,0
112435,Brooklyn,Private room in residential home,Private room,40.69132,-73.97306,2,1.0,1.0,1.0,95,1,1,0,1,0,1,1,0,0
113092,Brooklyn,Private room in rental unit,Private room,40.6905,-73.97867,1,1.0,1.0,1.0,90,0,0,0,0,1,1,1,1,0
113265,Brooklyn,Private room in rental unit,Private room,40.67582,-73.9518,2,1.0,1.0,1.0,55,0,1,0,1,0,1,1,0,0
114123,Brooklyn,Entire residential home,Entire home/apt,40.66562,-73.99002,6,2.0,3.0,3.0,235,2,1,0,1,1,1,1,0,0
115535,Manhattan,Private room in rental unit,Private room,40.82402,-73.95263,1,1.0,1.0,1.0,65,0,1,0,1,1,1,1,1,0
115748,Queens,Entire rental unit,Entire home/apt,40.76406,-73.92266,2,1.0,1.0,1.0,85,0,1,0,1,1,1,1,0,0
118061,Brooklyn,Entire rental unit,Entire home/apt,40.68462,-73.92895,2,1.0,2.0,2.0,95,1,1,0,1,1,1,1,0,0
121861,Brooklyn,Entire rental unit,Entire home/apt,40.6755,-73.98137,4,2.0,2.0,2.0,165,1,1,0,1,1,1,1,0,0
125163,Brooklyn,Private room in residential home,Private room,40.68595,-73.92923,2,1.0,1.0,1.0,99,1,1,0,1,0,1,1,0,0
126443,Manhattan,Entire townhouse,Entire home/apt,40.72761,-73.98951,9,2.0,2.0,4.0,349,2,1,0,1,1,1,1,0,0
126816,Manhattan,Private room in rental unit,Private room,40.79907,-73.96517,1,2.0,1.0,1.0,85,0,1,0,1,1,0,1,1,0
