,precision,recall,f1-score,support
0,0.765375854214123,0.8593350383631714,0.8096385542168675,1955.0
1,0.5392,0.62756052141527,0.5800344234079173,1611.0
2,0.5031347962382445,0.3239152371342079,0.39410681399631675,991.0
3,0.5454545454545454,0.16589861751152074,0.254416961130742,217.0
