,precision,recall,f1-score,support
0,0.7662573897226012,0.8618925831202046,0.8112662493981705,1955.0
1,0.543010752688172,0.6269397889509621,0.581964851627773,1611.0
2,0.5030674846625767,0.33097880928355194,0.3992696287279367,991.0
3,0.5238095238095238,0.15207373271889402,0.2357142857142857,217.0
